country,name,full_name,isin,currency,symbol
indonesia,Nirvana Development,Nirvana Development Tbk,ID1000124605,IDR,NIRO
indonesia,Nusa Konstruksi,Nusa Konstruksi Enjiniring Tbk,ID1000108806,IDR,DGIK
indonesia,Nusa Raya Cipta,Nusa Raya Cipta Tbk,ID1000127608,IDR,NRCA
indonesia,Nusantara Infra,Nusantara Infrastructure Tbk,ID1000116304,IDR,META
indonesia,Perusahaan Gas Negara,Perusahaan Gas Negara Persero,ID1000111602,IDR,PGAS
indonesia,Pembangunan Jaya Ancol,Pembangunan Jaya Ancol Tbk,ID1000103807,IDR,PJAA
indonesia,Pacific Strategic,Pacific Strategic Financial,ID1000101009,IDR,APIC
indonesia,Pakuwon Jati,Pakuwon Jati Tbk,ID1000122500,IDR,PWON
indonesia,Pan Brothers,Pan Brothers Tbk,ID1000119506,IDR,PBRX
indonesia,Panin Financial,Panin Financial Tbk,ID1000095607,IDR,PNLF
indonesia,Paninvest,Paninvest Tbk,ID1000094907,IDR,PNIN
indonesia,Panin Sekuritas,Panin Sekuritas Tbk,ID1000109200,IDR,PANS
indonesia,Panorama Sentrawisata,Panorama Sentrawisata Tbk,ID1000109705,IDR,PANR
indonesia,Weha Transportasi,Weha Transportasi Indonesia TBK,ID1000105901,IDR,WEHA
indonesia,Pelangi Indah Canindo,Pelangi Indah Canindo Tbk,ID1000088404,IDR,PICO
indonesia,Pelat Timah Nusantara,Pelat Timah Nusantara Tbk,ID1000113608,IDR,NIKL
indonesia,Pelayaran Nasional,Pelayaran Nasional Bina Buana Raya,ID1000126204,IDR,BBRM
indonesia,Perdana Gapura Prima,Perdana Gapura Prima Tbk,ID1000107501,IDR,GPRA
indonesia,Perdana Karya Perkasa,Perdana Karya Perkasa Tbk,ID1000106404,IDR,PKPK
indonesia,Petrosea,Petrosea Tbk,ID1000122401,IDR,PTRO
indonesia,Polaris Investama,Polaris Investama Tbk,ID1000097306,IDR,PLAS
indonesia,Polychem Indonesia,Polychem Indonesia Tbk,ID1000090202,IDR,ADMG
indonesia,Pp Persero,Pp Persero Tbk,ID1000114002,IDR,PTPP
indonesia,Prima Alloy Steel,Prima Alloy Steel Universal,ID1000102403,IDR,PRAS
indonesia,Pudjiadi Prestige,Pudjiadi Prestige Tbk,ID1000080609,IDR,PUDP
indonesia,Pyridam Farma,Pyridam Farma Tbk,ID1000075609,IDR,PYFA
indonesia,Radiant Utama,Radiant Utama Interinsco Tbk,ID1000103708,IDR,RUIS
indonesia,Ramayana Lestari,Ramayana Lestari Sentosa Tbk,ID1000099500,IDR,RALS
indonesia,Ratu Prabu Energi,Ratu Prabu Energi Tbk,ID1000094808,IDR,ARTI
indonesia,Renuka Coalindo,Renuka Coalindo Tbk,ID1000098601,IDR,SQMI
indonesia,Resource Alam Indonesia,Resource Alam Indonesia Tbk,ID1000114309,IDR,KKGI
indonesia,Rimo International Lestari,Rimo International Lestari Tbk PT,ID1000062706,IDR,RIMO
indonesia,Ristia Bintang,Ristia Bintang Mahkotasejati,ID1000058100,IDR,RBMS
indonesia,Rukun Raharja,Rukun Raharja Tbk,ID1000094105,IDR,RAJA
indonesia,Salim Ivomas Pratama,Salim Ivomas Pratama Tbk,ID1000119100,IDR,SIMP
indonesia,Samindo Resources,Samindo Resources Tbk,ID1000120900,IDR,MYOH
indonesia,Sampoerna Agro,Sampoerna Agro Tbk,ID1000106107,IDR,SGRO
indonesia,Sarana Meditama,Sarana Meditama Metropolitan,ID1000126303,IDR,SAME
indonesia,Sarana Menara Nusantara,Sarana Menara Nusantara Tbk,ID1000128804,IDR,TOWR
indonesia,Saranacentral Bajatama,Saranacentral Bajatama Tbk,ID1000121700,IDR,BAJA
indonesia,Saraswati Griya Lestari,Saraswati Griya Lestari Tbk,ID1000126501,IDR,HOTL
indonesia,Saratoga Investama,Saratoga Investama Sedaya,ID1000127707,IDR,SRTG
indonesia,Sat Nusapersada,Sat Nusapersada Tbk,ID1000107808,IDR,PTSN
indonesia,Sawit Sumbermas Sarana,Sawit Sumbermas Sarana Tbk,ID1000130008,IDR,SSMS
indonesia,Sejahteraraya,Sejahteraraya Anugrahjaya Tbk,ID1000118706,IDR,SRAJ
indonesia,Selamat Sempurna,Selamat Sempurna Tbk,ID1000095409,IDR,SMSM
indonesia,Semen Baturaja Persero,Semen Baturaja Persero Tbk,ID1000127806,IDR,SMBR
indonesia,Semen Indonesia Persero,Semen Indonesia Persero Tbk,ID1000106800,IDR,SMGR
indonesia,Sentul City,Sentul City Tbk,ID1000104201,IDR,BKSL
indonesia,Siantar Top,Siantar Top Tbk,ID1000079502,IDR,STTP
indonesia,Sidomulyo Selaras,Sidomulyo Selaras Tbk,ID1000120108,IDR,SDMU
indonesia,Sierad Produce,Sierad Produce Tbk,ID1000133606,IDR,SIPD
indonesia,Siloam International,Siloam International Hospitals,ID1000129208,IDR,SILO
indonesia,Sinar Mas Multiartha,Sinar Mas Multiartha Tbk,ID1000094501,IDR,SMMA
indonesia,Slj Global,Slj Global Tbk,ID1000088909,IDR,SULI
indonesia,Smart,Smart Tbk,ID1000101504,IDR,SMAR
indonesia,Smartfren Telecom,Smartfren Telecom Tbk,ID1000122302,IDR,FREN
indonesia,Solusi Tunas Pratama,Solusi Tunas Pratama Tbk,ID1000120702,IDR,SUPR
indonesia,Sri Rejeki Isman,Sri Rejeki Isman Tbk,ID1000127400,IDR,SRIL
indonesia,Star Pacific,Star Pacific Tbk,ID1000100902,IDR,LPLI
indonesia,Star Petrcohem,Star Petrcohem Tbk,ID1000120306,IDR,STAR
indonesia,Steel Pipe Ind,Steel Pipe Industry Of Indonesia,ID1000126709,IDR,ISSP
indonesia,Sugih Energy,Sugih Energy Tbk,ID1000092000,IDR,SUGI
indonesia,Sumber Alfaria Trijaya,Sumber Alfaria Trijaya Tbk,ID1000128705,IDR,AMRT
indonesia,Summarecon Agung,Summarecon Agung Tbk,ID1000092406,IDR,SMRA
indonesia,Suparma,Suparma Tbk,ID1000054307,IDR,SPMA
indonesia,Supra Boga Lestari,Supra Boga Lestari Tbk,ID1000122906,IDR,RANC
indonesia,Surya Citra Media,Surya Citra Media Tbk,ID1000125305,IDR,SCMA
indonesia,Surya Esa Perkasa,Surya Esa Perkasa Tbk,ID1000122203,IDR,ESSA
indonesia,Surya Semesta,Surya Semesta Internusa Tbk,ID1000119902,IDR,SSIA
indonesia,Tanah Laut,Tanah Laut Tbk,ID1000102007,IDR,INDX
indonesia,Tambang Batubara,Tambang Batubara Bukit Asam,ID1000094006,IDR,PTBA
indonesia,Telekomunikasi,Telekomunikasi Indonesia Persero,ID1000129000,IDR,TLKM
indonesia,Tempo Inti Media,Tempo Inti Media Tbk,ID1000064801,IDR,TMPO
indonesia,Tempo Scan Pacific,Tempo Scan Pacific Tbk,ID1000104508,IDR,TSPC
indonesia,Tifa Finance,Tifa Finance Tbk,ID1000120504,IDR,TIFA
indonesia,Timah Persero,Timah Persero Tbk,ID1000111800,IDR,TINS
indonesia,Tiphone Mobile,Tiphone Mobile Indonesia Tbk,ID1000122104,IDR,TELE
indonesia,Tirta Mahakam,Tirta Mahakam Resources Tbk,ID1000053408,IDR,TIRT
indonesia,Pabrik Kertas Tjiwi,Pabrik Kertas Tjiwi Kimia Tbk,ID1000060403,IDR,TKIM
indonesia,Toba Bara Sejahtra,Toba Bara Sejahtra Tbk,ID1000123409,IDR,TOBA
indonesia,Toba Pulp Lestari,Toba Pulp Lestari Tbk,ID1000094303,IDR,INRU
indonesia,Total Bangun Persada,Total Bangun Persada Tbk,ID1000104003,IDR,TOTL
indonesia,Tower Bersama,Tower Bersama Infrastructure Tbk PT,ID1000116908,IDR,TBIG
indonesia,Trada Maritime,Trada Maritime Tbk,ID1000111909,IDR,TRAM
indonesia,Tri Banyan Tirta,Tri Banyan Tirta Tbk,ID1000123805,IDR,ALTO
indonesia,Trimegah Securities,Trimegah Securities Tbk,ID1000052608,IDR,TRIM
indonesia,Trisula International,Trisula International Tbk,ID1000123102,IDR,TRIS
indonesia,Triwira Insanlestari,Triwira Insanlestari Tbk,ID1000109408,IDR,TRIL
indonesia,Tunas Alfin,Tunas Alfin Tbk,ID1000130107,IDR,TALF
indonesia,Tunas Baru Lampung,Tunas Baru Lampung Tbk,ID1000076706,IDR,TBLA
indonesia,Ultra Jaya Milk,Ultra Jaya Milk Industry Tbk,ID1000063100,IDR,ULTJ
indonesia,Unilever Indonesia,Unilever Indonesia Tbk,ID1000095706,IDR,UNVR
indonesia,United Tractors,United Tractors Tbk,ID1000058407,IDR,UNTR
indonesia,Vale Indonesia,Vale Indonesia Tbk,ID1000109309,IDR,INCO
indonesia,Verena Multi Finance,Verena Multi Finance Tbk,ID1000111008,IDR,VRNA
indonesia,Victoria Investama,Victoria Investama Tbk,ID1000128002,IDR,VICO
indonesia,Visi Media Asia,Visi Media Asia Tbk,ID1000121304,IDR,VIVA
indonesia,Voksel Electric,Voksel Electric Tbk,ID1000083900,IDR,VOKS
indonesia,Wahana Ottomitra,Wahana Ottomitra Multiartha,ID1000100209,IDR,WOMF
indonesia,Wahana Pronatural,Wahana Pronatural,ID1000070204,IDR,WAPO
indonesia,Waskita Karya,Waskita Karya Persero Tbk,ID1000126105,IDR,WSKT
indonesia,Wicaksana Overseas,Wicaksana Overseas International,ID1000066301,IDR,WICO
indonesia,Wijaya Karya,Wijaya Karya Tbk,ID1000107600,IDR,WIKA
indonesia,Wijaya Karya Beton,Wijaya Karya Beton,ID1000131105,IDR,WTON
indonesia,Wilmar Cahaya Ind,Wilmar Cahaya Indonesia Tbk,ID1000135007,IDR,CEKA
indonesia,Wintermar,Wintermar Offshore Marine Tbk,ID1000117500,IDR,WINS
indonesia,Wismilak Inti Makmur,Wismilak Inti Makmur Tbk,ID1000126006,IDR,WIIM
indonesia,Xl Axiata,Xl Axiata Tbk,ID1000102502,IDR,EXCL
indonesia,Yanaprima Hastapersada,Yanaprima Hastapersada Tbk,ID1000109804,IDR,YPAS
indonesia,Zebra Nusantara,Zebra Nusantara Tbk,ID1000055502,IDR,ZBRA
indonesia,Bali Towerindo Sentra,Bali Towerindo Sentra Tbk,ID1000135106,IDR,BALI
indonesia,Eka Sari Lorena,Eka Sari Lorena Transport Tbk,ID1000131204,IDR,LRNA
indonesia,Indonesian Paradise,Indonesian Paradise Property,ID1000100001,IDR,INPP
indonesia,Nusantara Inti Corpora,Nusantara Inti Corpora Tbk,ID1000101108,IDR,UNIT
indonesia,Unggul Indah Cahaya,Unggul Indah Cahaya Tbk,ID1000058704,IDR,UNIC
indonesia,Asuransi Bina Dana Arta,Asuransi Bina Dana Arta Tbk,ID1000073406,IDR,ABDA
indonesia,Batavia Prosperindo Fin,Batavia Prosperindo Finance,ID1000112600,IDR,BPFI
indonesia,Lion Metal Works,Lion Metal Works Tbk,ID1000135403,IDR,LION
indonesia,Sumi Indo Kabel,Sumi Indo Kabel Tbk,ID1000083009,IDR,IKBI
indonesia,Dian Swastatika,Dian Swastatika Sentosa Tbk,ID1000113400,IDR,DSSA
indonesia,Asuransi Bintang,Asuransi Bintang Tbk,ID1000058506,IDR,ASBI
indonesia,Chitose Internasional,Chitose Internasional Tbk,ID1000131907,IDR,CINT
indonesia,Link Net,Link Net Tbk,ID1000131808,IDR,LINK
indonesia,Soechi Lines,Soechi Lines Tbk,ID1000132905,IDR,SOCI
indonesia,Intan Baruprana Finance,Intan Baruprana Finance Tbk,ID1000133101,IDR,IBFN
indonesia,Bank Agris,Bank Agris Tbk,ID1000133309,IDR,AGRS
indonesia,Golden Plantation,Golden Plantation Tbk,ID1000133200,IDR,GOLL
indonesia,Tembaga Mulia Semanan,Tembaga Mulia Semanan Tbk,ID1000066400,IDR,TBMS
indonesia,Hm Sampoerna,Hm Sampoerna Tbk,ID1000074008,IDR,HMSP
indonesia,Mas Murni Indonesia,Mas Murni Indonesia Tbk,ID1000082506,IDR,MAMI
indonesia,Goodyear Indonesia,Goodyear Indonesia Tbk,ID1000134802,IDR,GDYR
indonesia,Asuransi Jasa Tania,Asuransi Jasa Tania Tbk,ID1000135205,IDR,ASJT
indonesia,Bank Cimb Niaga,Bank Cimb Niaga Tbk,ID1000098007,IDR,BNGA
indonesia,Yulie Sekurindo,Yulie Sekurindo Tbk,ID1000100100,IDR,YULE
indonesia,Panca Global,Panca Global Securities Tbk,ID1000101405,IDR,PEGE
indonesia,Hd Capital,Hd Capital Tbk,ID1000107006,IDR,HADE
indonesia,Humpuss,Humpuss Intermoda Transportasi,ID1000107105,IDR,HITS
indonesia,Batavia Prosperindo Int,Batavia Prosperindo Int,ID1000132004,IDR,BPII
indonesia,Magna Finance,Magna Finance Tbk,ID1000132103,IDR,MGNA
indonesia,Sitara Propertindo,Sitara Propertindo Tbk,ID1000132202,IDR,TARA
indonesia,Bank Dinar Indonesia,Bank Dinar Indonesia Tbk,ID1000132301,IDR,DNAR
indonesia,Mitrabara Adiperdana,Mitrabara Adiperdana Tbk,ID1000132400,IDR,MBAP
indonesia,Blue Bird,Blue Bird Tbk,ID1000132707,IDR,BIRD
indonesia,Impack Pratama Industri,Impack Pratama Industri Tbk,ID1000133002,IDR,IMPC
indonesia,Indonesia Prima,Indonesia Prima Property Tbk,ID1000075401,IDR,OMRE
indonesia,Siwani Makmur,Siwani Makmur Tbk,ID1000063902,IDR,SIMA
indonesia,Bank Yudha Bhakti,Bank Yudha Bhakti Tbk,ID1000133408,IDR,BBYB
indonesia,Roda Vivatex,Roda Vivatex Tbk,ID1000067200,IDR,RDTX
indonesia,Merck,Merck Tbk,ID1000136609,IDR,MERK
indonesia,Jakarta Setiabudi,Jakarta Setiabudi Internasional,ID1000082001,IDR,JSPT
indonesia,Citra Tubindo,Citra Tubindo Tbk,ID1000112303,IDR,CTBN
indonesia,Sekar Laut,Sekar Laut Tbk,ID1000059702,IDR,SKLT
indonesia,Danasupra,Danasupra Erapacific Tbk,ID1000136104,IDR,DEFI
indonesia,Inti Kapuas Arowana,Inti Kapuas Arowana Tbk,ID1000100506,IDR,IIKP
indonesia,Trust Finance Ind,Trust Finance Indonesia Tbk,ID1000134901,IDR,TRUS
indonesia,Bintang Mitra,Bintang Mitra Semestaraya Tbk,ID1000079908,IDR,BMSR
indonesia,Tira Austenite,Tira Austenite Tbk,ID1000061005,IDR,TIRA
indonesia,Inter-Delta,Inter-Delta Tbk,ID1000085103,IDR,INTD
indonesia,Mitra Keluarga Karyasehat,Mitra Keluarga Karyasehat Tbk PT,ID1000135700,IDR,MIKA
indonesia,Red Planet Indonesia Tbk,Red Planet Indonesia Tbk,ID1000087802,IDR,PSKT
indonesia,Mitra Energi Persada,Mitra Energi Persada Tbk PT,ID1000131501,IDR,KOPI
indonesia,Alakasa Industrindo Tbk,Alakasa Industrindo Tbk,ID1000076904,IDR,ALKA
indonesia,PP Properti Tbk PT,PP Properti Tbk PT,ID1000133903,IDR,PPRO
indonesia,Argo Pantes Tbk,Argo Pantes Tbk,ID1000083702,IDR,ARGO
indonesia,Puradelta Lestari Tbk Pt,Puradelta Lestari Tbk Pt,ID1000134109,IDR,DMAS
indonesia,Radana Bhaskara Finance Tbk,Radana Bhaskara Finance Tbk,ID1000118805,IDR,HDFA
indonesia,Merdeka Copper Gold TBK PT,Merdeka Copper Gold TBK PT,ID1000134406,IDR,MDKA
indonesia,Mega Manunggal Property,Mega Manunggal Property TBK PT,ID1000134307,IDR,MMLP
indonesia,Steady Safe TBK PT,Steady Safe TBK PT,ID1000067309,IDR,SAFE
indonesia,Bukaka Teknik Utama,Bukaka Teknik Utama Tbk Pt,ID1000080807,IDR,BUKK
indonesia,Anabatic Technologies Tbk,Anabatic Technologies Tbk PT,ID1000134505,IDR,ATIC
indonesia,Binakarya Jaya Abadi Tbk PT,Binakarya Jaya Abadi Tbk PT,ID1000134703,IDR,BIKA
indonesia,Garuda Metalindo Tbk,Garuda Metalindo Tbk PT,ID1000134604,IDR,BOLT
indonesia,Bank Harda Internasional Tbk PT,Bank Harda Internasional Tbk PT,ID1000135304,IDR,BBHI
indonesia,Victoria Insurance Tbk PT,Victoria Insurance Tbk PT,ID1000135601,IDR,VINS
indonesia,Mitra Komunikasi Nusantara Tbk PT,Mitra Komunikasi Nusantara Tbk PT,ID1000135908,IDR,MKNT
indonesia,Ateliers Mecaniques D’Indonesie,Ateliers Mecaniques D’Indonesie Tbk PT,ID1000136302,IDR,AMIN
indonesia,Primarindo Asia Infrastructure Tbk,Primarindo Asia Infrastructure Tbk PT,ID1000075005,IDR,BIMA
indonesia,Dua Putra Utama Makmur PT,Dua Putra Utama Makmur PT,ID1000136203,IDR,DPUM
indonesia,Indonesia Pondasi Raya Tbk PT,Indonesia Pondasi Raya Tbk PT,ID1000136401,IDR,IDPR
indonesia,Kino Indonesia Tbk PT,Kino Indonesia Tbk PT,ID1000136500,IDR,KINO
indonesia,Bank Artos Indonesia,Bank Artos Indonesia Tbk PT,ID1000136708,IDR,ARTO
indonesia,Mahaka Radio,Mahaka Radio Integra Tbk PT,ID1000136906,IDR,MARI
indonesia,Mitra Pemuda,Mitra Pemuda Tbk PT,ID1000136807,IDR,MTRA
indonesia,Bank Ganesha Tbk PT,Bank Ganesha Tbk PT,ID1000137003,IDR,BGTG
indonesia,Cikarang Listrindo,Cikarang Listrindo Tbk PT,ID1000137201,IDR,POWR
indonesia,Duta Intidaya,Duta Intidaya Tbk PT,ID1000137300,IDR,DAYA
indonesia,Sillo Maritime Perdana,Sillo Maritime Perdana Tbk PT,ID1000137102,IDR,SHIP
indonesia,Graha Andrasentra,Graha Andrasentra Propertindo Tbk PT,ID1000137409,IDR,JGLE
indonesia,Capital Financial Ind,Capital Financial Indonesia Tbk PT,ID1000137508,IDR,CASA
indonesia,Protech Mitra Perkasa,Protech Mitra Perkasa Tbk PT,ID1000137607,IDR,OASA
indonesia,Indo Komoditi Korpora,Indo Komoditi Korpora Tbk PT,ID1000086200,IDR,INCF
indonesia,Waskita Beton Precast,Waskita Beton Precast Tbk PT,ID1000137706,IDR,WSBP
indonesia,Aneka Gas,Aneka Gas Industri Tbk PT,ID1000137805,IDR,AGII
indonesia,Paramita Bangun Sarana,Paramita Bangun Sarana Tbk PT,ID1000137904,IDR,PBSA
indonesia,Prodia Widyahusada,Prodia Widyahusada Tbk PT,ID1000138001,IDR,PRDA
indonesia,Bintang Oto Global,Bintang Oto Global Tbk PT,ID1000138100,IDR,BOGA
indonesia,Nusantara Pelabuhan,Nusantara Pelabuhan Handal Tbk PT,ID1000138209,IDR,PORT
indonesia,Anugerah Kagum Karya,Anugerah Kagum Karya Utama Tbk PT,ID1000099609,IDR,AKKU
indonesia,Central Omega Resources,Central Omega Resources Tbk PT,ID1000124100,IDR,DKFT
indonesia,Sumber Energi Andalan,Sumber Energi Andalan Tbk PT,ID1000089105,IDR,ITMA
indonesia,Perdana Bangun Pusaka,Perdana Bangun Pusaka Tbk PT,ID1000079809,IDR,KONI
indonesia,Industri Dan Perdagangan,Industri Dan Perdagangan Bintraco Dharma Tbk PT,ID1000138308,IDR,CARS
indonesia,Forza Land Indonesia,Forza Land Indonesia Tbk PT,ID1000138407,IDR,FORZ
indonesia,Sanurhasta Mitra,Sanurhasta Mitra PT,ID1000138506,IDR,MINA
indonesia,Sariguna Primatirta,Sariguna Primatirta PT,ID1000138605,IDR,CLEO
indonesia,PT Cahayasakti Investindo,PT Cahayasakti Investindo Sukses Tbk,ID1000138704,IDR,CSIS
indonesia,PT Pelayaran Tamarin,PT Pelayaran Tamarin Samudra Tbk,ID1000138803,IDR,TAMU
indonesia,Terregra Asia,Terregra Asia Energy PT,ID1000138902,IDR,TGRA
indonesia,Megapower Makmur,Megapower Makmur TBK PT,ID1000139900,IDR,MPOW
indonesia,Armidian Karyatama,Armidian Karyatama Tbk PT,ID1000139603,IDR,ARMY
indonesia,Totalindo Eka Persada,Totalindo Eka Persada Tbk PT,ID1000139207,IDR,TOPS
indonesia,Buyung Poetra Sembada,Buyung Poetra Sembada Tbk PT,ID1000139801,IDR,HOKI
indonesia,Kirana Megatara,Kirana Megatara Tbk PT,ID1000139306,IDR,KMTR
indonesia,Hartadinata Abadi,Hartadinata Abadi Tbk PT,ID1000139405,IDR,HRTA
indonesia,Integra Indocabinet,Integra Indocabinet Tbk PT,ID1000139504,IDR,WOOD
indonesia,Alfa Energi Investama,Alfa Energi Investama Tbk PT,ID1000139009,IDR,FIRE
indonesia,Map Boga Adiperkasa,Map Boga Adiperkasa Tbk PT,ID1000139702,IDR,MAPB
indonesia,Marga Abhinaya Abadi,Marga Abhinaya Abadi Tbk PT,ID1000140007,IDR,MABA
indonesia,Mark Dynamics Indonesia,Mark Dynamics Indonesia Tbk PT,ID1000140106,IDR,MARK
indonesia,Ayana Land,Ayana Land International Tbk PT,ID1000140205,IDR,NASA
indonesia,Emdeki Utama,Emdeki Utama Tbk PT,ID1000140304,IDR,MDKI
indonesia,Trisula Textile,Trisula Textile Industries Tbk PT,ID1000140502,IDR,BELL
indonesia,Kioson Komersial,Kioson Komersial Indonesia Tbk PT,ID1000140403,IDR,KIOS
indonesia,Garuda Maintenance Facility,Garuda Maintenance Facility AeroAsia Tbk PT,ID1000140601,IDR,GMFI
indonesia,Malacca Trust Wuwungan,Malacca Trust Wuwungan Insurance PT,ID1000140700,IDR,MTWI
indonesia,Kapuas Prima Coal,Kapuas Prima Coal Tbk PT,ID1000140809,IDR,ZINC
indonesia,Majapahit Intiora,Majapahit Inti Corpora Tbk PT,ID1000070709,IDR,AKSI
indonesia,Pembangunan Perumahan,Pembangunan Perumahan Presisi PT,ID1000141005,IDR,PPRE
indonesia,Wijaya Karya Bangunan Gedung,Wijaya Karya Bangunan Gedung Tbk PT,ID1000141104,IDR,WEGE
indonesia,M Cash Integrasi PT,M Cash Integrasi Tbk PT,ID1000140908,IDR,MCAS
indonesia,Pelita Samudera,Pelita Samudera Shipping Tbk PT,ID1000141203,IDR,PSSI
indonesia,Asuransi Jiwa Syariah,Asuransi Jiwa Syariah Jasa Mitra Abadi Tbk PT,ID1000141609,IDR,JMAS
indonesia,Campina Ice Cream,Campina Ice Cream Industry Tbk PT,ID1000141500,IDR,CAMP
indonesia,Dwi Guna Laksana,Dwi Guna Laksana Tbk PT,ID1000141302,IDR,DWGL
indonesia,Jasa Armada Indonesia,Jasa Armada Indonesia Tbk PT,ID1000141708,IDR,IPCM
indonesia,Panca Budi Idaman,Panca Budi Idaman Tbk PT,ID1000141401,IDR,PBID
indonesia,Prima Cakrawala Abadi,Prima Cakrawala Abadi PT,ID1000141807,IDR,PCAR
indonesia,LCK Global Kedaton,LCK Global Kedaton,ID1000141906,IDR,LCKM
indonesia,Cita Mineral,Cita Mineral Investindo Tbk PT,ID1000082803,IDR,CITA
indonesia,Borneo Olah Sarana,Borneo Olah Sarana Sukses PT,ID1000142003,IDR,BOSS
indonesia,Jaya Trishindo,Jaya Trishindo Tbk PT,ID1000142201,IDR,HELI
indonesia,Sky Energy,Sky Energy Indonesia Tbk PT,ID1000142102,IDR,JSKY
indonesia,Gihon Telekom,Gihon Telekomunikasi Indonesia Tbk PT,ID1000142300,IDR,GHON
indonesia,Indah Prakasa Sentosa,Indah Prakasa Sentosa PT Tbk,ID1000142508,IDR,INPS
indonesia,Tridomain Performance,Tridomain Performance Materials PT,ID1000142409,IDR,TDPM
indonesia,PT Dafam Property,PT Dafam Property Indonesia Tbk,ID1000142607,IDR,DFAM
indonesia,Bank BRISyariah,Bank BRISyariah Tbk PT,ID1000142904,IDR,BRIS
indonesia,PT Surya Pertiwi,PT Surya Pertiwi Tbk,ID1000143001,IDR,SPTO
indonesia,Medikaloka Hermina,Medikaloka Hermina PT,ID1000143100,IDR,HEAL
indonesia,Guna Timur Raya,Guna Timur Raya PT,ID1000143308,IDR,TRUK
indonesia,PT Sarimelati Kencana,PT Sarimelati Kencana Tbk,ID1000143407,IDR,PZZA
indonesia,Sriwahana,Sriwahana,ID1000143704,IDR,SWAT
indonesia,Asuransi Tugu Pratama,Asuransi Tugu Pratama Indonesia Tbk PT,ID1000143506,IDR,TUGU
indonesia,MNC Studios,MNC Studios International Tbk PT,ID1000143605,IDR,MSIN
indonesia,Steadfast Marine,Steadfast Marine PT,ID1000143803,IDR,KPAL
indonesia,Bank Tabungan Pensiunan,Bank Tabungan Pensiunan Nasional Syariah PT,ID1000142805,IDR,BTPS
indonesia,Charnic Capital,Charnic Capital Tbk PT,ID1000142706,IDR,NICK
indonesia,Royal Prima,Royal Prima PT,ID1000143209,IDR,PRIM
indonesia,Skybee,Skybee Tbk PT,ID1000115801,IDR,SKYB
indonesia,PT Trimuda Nuansa,PT Trimuda Nuansa Citra Tbk,ID1000143902,IDR,TNCA
indonesia,Batavia Prosperindo Trans,Batavia Prosperindo Trans Tbk PT,ID1000144207,IDR,BPTR
indonesia,PT Kendaraan Terminal,PT Indonesia Kendaraan Terminal Tbk,ID1000144306,IDR,IPCC
indonesia,Jaya Sukses Makmur,Jaya Sukses Makmur Sentosa Tbk PT,ID1000144801,IDR,RISE
indonesia,MAP Aktif Adiperkasa,MAP Aktif Adiperkasa Tbk PT,ID1000144108,IDR,MAPA
indonesia,Transcoal Pacific,Transcoal Pacific Tbk PT,ID1000144009,IDR,TCPI
indonesia,Pollux Properti,Pollux Properti Indonesia Tbk PT,ID1000144405,IDR,POLL
indonesia,Mahkota,Mahkota Group Tbk PT,ID1000144603,IDR,MGRO
indonesia,NFC Indonesia,NFC Indonesia PT Tbk,ID1000144504,IDR,NFCX
indonesia,Sinergi Megah Internusa,Sinergi Megah Internusa Tbk PT,ID1000144702,IDR,NUSA
indonesia,MD Pictures,MD Pictures Tbk PT,ID1000144900,IDR,FILM
indonesia,Andira Agro,Andira Agro Tbk PT,ID1000145105,IDR,ANDI
indonesia,Trimitra Propertindo,Trimitra Propertindo Tbk PT,ID1000145006,IDR,LAND
indonesia,Madusari Murni Indah,Madusari Murni Indah Tbk PT,ID1000145204,IDR,MOLI
indonesia,Arkadia Digital,Arkadia Digital Media Tbk PT,ID1000145402,IDR,DIGI
indonesia,Pratama Abadi Nusa,Pratama Abadi Nusa Industri Tbk PT,ID1000145303,IDR,PANI
indonesia,Natura City,Natura City Developments Tbk PT,ID1000145501,IDR,CITY
indonesia,HK Metals Utama,HK Metals Utama Tbk PT,ID1000146004,IDR,HKMU
indonesia,Cottonindo Ariesta,Cottonindo Ariesta Tbk PT,ID1000145808,IDR,KPAS
indonesia,Propertindo Mulia,Propertindo Mulia Investama Tbk PT,ID1000146301,IDR,MPRO
indonesia,Satria Antaran Prima,Satria Antaran Prima Tbk PT,ID1000145600,IDR,SAPX
indonesia,Super Energy,Super Energy Tbk PT,ID1000145709,IDR,SURE
indonesia,Garudafood Putra Putri,Garudafood Putra Putri Jaya Tbk PT,ID1000145907,IDR,GOOD
indonesia,PT Jaya Bersama,PT Jaya Bersama Indo Tbk,ID1000146202,IDR,DUCK
indonesia,Superkrane Mitra Utama,Superkrane Mitra Utama Tbk PT,ID1000146103,IDR,SKRN
indonesia,Cahayaputra Asa Keramik,Cahayaputra Asa Keramik Tbk PT,ID1000146509,IDR,CAKK
indonesia,Kota Satu,Kota Satu Properti Tbk PT,ID1000146707,IDR,SATU
indonesia,Yelooo Integra,Yelooo Integra Datanet Tbk PT,ID1000146400,IDR,YELO
indonesia,Shield On Service,Shield On Service Tbk PT,ID1000146608,IDR,SOSS
indonesia,Dewata Freight,Dewata Freight International Tbk PT,ID1000146806,IDR,DEAL
indonesia,Pool Advista Finance,Pool Advista Finance Tbk PT,ID1000146905,IDR,POLA
indonesia,Nusantara Voucher,Nusantara Voucher Distribution Tbk PT,ID1000147002,IDR,DIVA
indonesia,Sentral Mitra Informatika,Sentral Mitra Informatika Tbk PT,ID1000147101,IDR,LUCK
